rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__class_weight,param_classifier__criterion,param_classifier__max_depth,param_classifier__min_samples_leaf,param_classifier__min_samples_split,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,params
54,0.9293552928224225,0.01378796398191133,0.9727027953181195,0.0035434332494585856,0.025157642364501954,0.008391354176371898,0.010821008682250976,0.0006222857477522689,,gini,15,4,2,0.9101184194483483,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}"
54,0.9293552928224225,0.01378796398191133,0.9727027953181195,0.0035434332494585856,0.03333196640014648,0.017395694986857828,0.019258832931518553,0.013794178011455063,,gini,15,4,5,0.9101184194483483,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}"
54,0.9293552928224225,0.01378796398191133,0.9727027953181195,0.0035434332494585856,0.03569264411926269,0.002840210881256173,0.016106605529785156,0.0034011590481220176,balanced,gini,,4,2,0.9101184194483483,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}"
54,0.9293552928224225,0.01378796398191133,0.9727027953181195,0.0035434332494585856,0.046707439422607425,0.01814619479476945,0.020914793014526367,0.006545909390751321,balanced,gini,,4,5,0.9101184194483483,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}"
54,0.9293552928224225,0.01378796398191133,0.9727027953181195,0.0035434332494585856,0.035138607025146484,0.006177483578256564,0.02445673942565918,0.009601051145863331,balanced,gini,15,4,2,0.9101184194483483,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}"
54,0.9293552928224225,0.01378796398191133,0.9727027953181195,0.0035434332494585856,0.05578041076660156,0.02066773940574487,0.024842023849487305,0.0057549303711035525,balanced,gini,15,4,5,0.9101184194483483,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}"
62,0.9293481281662096,0.026179188205770008,0.989405478423552,0.0040197643059924505,0.024116086959838866,0.0030496379276949105,0.013018369674682617,0.003165257989920787,,gini,10,1,2,0.8931497683123114,0.931712962962963,0.9575783721599079,0.9066724187517975,0.9576271186440678,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}"
62,0.9293481281662096,0.026179188205770008,0.9872856542592757,0.0023211241342634644,0.03558692932128906,0.013652324645369616,0.022670888900756837,0.007346855934642325,,gini,10,1,5,0.8931497683123114,0.931712962962963,0.9575783721599079,0.9066724187517975,0.9576271186440678,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}"
64,0.9293395571530532,0.032757720351253496,0.9860147193394452,0.002874437317631622,0.033691692352294925,0.00518909339888858,0.014355325698852539,0.0019845360774752474,,entropy,,1,10,0.8757991388823032,0.949020737327189,0.9576271186440678,0.9066724187517975,0.957578372159908,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}"
64,0.9293395571530532,0.032757720351253496,0.9860147193394452,0.002874437317631622,0.04328031539916992,0.01293847043289397,0.026729345321655273,0.010501181424004621,,entropy,15,1,10,0.8757991388823032,0.949020737327189,0.9576271186440678,0.9066724187517975,0.957578372159908,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}"
66,0.9293148727171007,0.028112980934160925,0.9919481556290789,0.0008478997230090437,0.05225849151611328,0.010225097106277165,0.033955955505371095,0.01059124938896218,balanced,entropy,,1,5,0.8845188242148917,0.949020737327189,0.9660919540229884,0.9152298850574713,0.931712962962963,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}"
66,0.9293148727171007,0.028112980934160925,0.9919481556290789,0.0008478997230090437,0.05017719268798828,0.014256129977019357,0.03651738166809082,0.023181751421344095,balanced,entropy,15,1,5,0.8845188242148917,0.949020737327189,0.9660919540229884,0.9152298850574713,0.931712962962963,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}"
68,0.9292834856856913,0.0262687364229339,0.9872856542592757,0.0023211241342634644,0.03608517646789551,0.013600825313364394,0.019314002990722657,0.006599584976876091,balanced,gini,10,1,5,0.8928265559097202,0.931712962962963,0.9575783721599079,0.9066724187517975,0.9576271186440678,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}"
69,0.9292766959280497,0.023047457084111482,0.9828689831216064,0.0025831959827388204,0.05135955810546875,0.017305057669476247,0.02669205665588379,0.0166561972397135,,gini,,2,5,0.8845188242148917,0.931712962962963,0.9406097210238712,0.9404040404040404,0.9491379310344827,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}"
69,0.9292766959280497,0.023047457084111482,0.9828689831216064,0.0025831959827388204,0.0359900951385498,0.009297973035133281,0.014717340469360352,0.0024538809009624052,,gini,15,2,5,0.8845188242148917,0.931712962962963,0.9406097210238712,0.9404040404040404,0.9491379310344827,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}"
71,0.928288062704473,0.010747946652654975,0.9786508626727427,0.0021270836905103994,0.04632272720336914,0.00986098203091285,0.021995115280151366,0.008169813421696433,balanced,gini,10,2,5,0.9185049993300991,0.9266813099325415,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}"
72,0.9282691382339443,0.01389700569389504,0.9748376001226078,0.0041492951073870505,0.026485586166381837,0.0055078963667262015,0.019449329376220702,0.010168400273185762,balanced,gini,,2,10,0.9185049993300991,0.917990232491464,0.9406779661016949,0.9150345622119815,0.9491379310344827,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}"
72,0.9282691382339443,0.01389700569389504,0.9748376001226078,0.0041492951073870505,0.04295306205749512,0.013250497186837285,0.020442819595336913,0.00428856361294017,balanced,gini,15,2,10,0.9185049993300991,0.917990232491464,0.9406779661016949,0.9150345622119815,0.9491379310344827,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}"
74,0.9282174893560431,0.015751674821964084,0.9862797926132749,0.0030416720617786547,0.04471907615661621,0.006510866604758515,0.024727392196655273,0.0076471386640722455,balanced,entropy,,2,5,0.9102061631198359,0.9266813099325415,0.9576271186440678,0.9236410698878343,0.9229317851959362,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}"
74,0.9282174893560431,0.015751674821964084,0.9862797926132749,0.0030416720617786547,0.03189916610717773,0.011745619061653542,0.014464044570922851,0.0028353310235040502,balanced,entropy,15,2,5,0.9102061631198359,0.9266813099325415,0.9576271186440678,0.9236410698878343,0.9229317851959362,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}"
76,0.9281310090230448,0.015364852978909419,0.9871270219800458,0.002122402615256206,0.04286923408508301,0.02163135197606882,0.022405242919921874,0.004518757557056071,balanced,entropy,,2,2,0.9186612576064909,0.9266813099325415,0.9576271186440678,0.9236410698878343,0.914044289044289,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
76,0.9281310090230448,0.015364852978909419,0.9871270219800458,0.002122402615256206,0.04266223907470703,0.005816830216168736,0.026279783248901366,0.0069218889350350695,balanced,entropy,15,2,2,0.9186612576064909,0.9266813099325415,0.9576271186440678,0.9236410698878343,0.914044289044289,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
78,0.9276672045973374,0.020696689942519105,0.9743960058899921,0.0041803624488718815,0.03162121772766113,0.004903083237131245,0.017270803451538086,0.001982410448281369,,gini,10,2,10,0.8931497683123114,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9491379310344827,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}"
79,0.9276339912872519,0.01637633615946368,0.9710023837781785,0.0023480123395991192,0.033216238021850586,0.005569938037219234,0.01785569190979004,0.006382660434237002,,gini,,4,10,0.9015119117724955,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}"
79,0.9276339912872519,0.01637633615946368,0.9710023837781785,0.0023480123395991192,0.033098602294921876,0.01456868577125017,0.02010197639465332,0.00735102752252701,,gini,10,4,2,0.9015119117724955,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}"
79,0.9276339912872519,0.01637633615946368,0.9710023837781785,0.0023480123395991192,0.03687376976013183,0.013014085166277924,0.015755271911621092,0.005363615875881472,,gini,10,4,5,0.9015119117724955,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}"
79,0.9276339912872519,0.01637633615946368,0.9710023837781785,0.0023480123395991192,0.02665095329284668,0.0060979555729404715,0.012164592742919922,0.0018587379957635197,,gini,10,4,10,0.9015119117724955,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}"
79,0.9276339912872519,0.01637633615946368,0.9710023837781785,0.0023480123395991192,0.025453853607177734,0.006174084914109388,0.012899208068847656,0.0024910808982963268,,gini,15,4,10,0.9015119117724955,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}"
84,0.9275953974606063,0.02461537225608768,0.989405478423552,0.0040197643059924505,0.04242730140686035,0.018475242063803434,0.01983466148376465,0.0067960062254725055,balanced,gini,10,1,2,0.8928265559097202,0.931712962962963,0.9491379310344827,0.9066724187517975,0.9576271186440678,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}"
85,0.9275573221380021,0.0178000535727004,0.9845638527834387,0.0032958024227717373,0.0584568977355957,0.023114775886656662,0.036986351013183594,0.017818717296361544,,gini,,2,2,0.8928265559097202,0.931712962962963,0.9406097210238712,0.9320276497695853,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
85,0.9275573221380021,0.0178000535727004,0.9845638527834387,0.0032958024227717373,0.0284451961517334,0.004514286920759873,0.020080423355102538,0.0032139987903273895,,gini,15,2,2,0.8928265559097202,0.931712962962963,0.9406097210238712,0.9320276497695853,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
87,0.9275553195855963,0.01650209925575346,0.9710023837781785,0.0023480123395991192,0.05062856674194336,0.01791654892524859,0.02620377540588379,0.012159236417150473,balanced,gini,,4,10,0.9011185532642176,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}"
87,0.9275553195855963,0.01650209925575346,0.9710023837781785,0.0023480123395991192,0.037610864639282225,0.017283279256203384,0.013832902908325196,0.001922431648730586,balanced,gini,10,4,2,0.9011185532642176,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}"
87,0.9275553195855963,0.01650209925575346,0.9710023837781785,0.0023480123395991192,0.037985706329345705,0.004855812978880103,0.02103567123413086,0.007755165885295585,balanced,gini,10,4,5,0.9011185532642176,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}"
87,0.9275553195855963,0.01650209925575346,0.9710023837781785,0.0023480123395991192,0.036506032943725585,0.006255389757625451,0.014784431457519532,0.0031809695766439813,balanced,gini,10,4,10,0.9011185532642176,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}"
87,0.9275553195855963,0.01650209925575346,0.9710023837781785,0.0023480123395991192,0.0435483455657959,0.020604964512988336,0.020240592956542968,0.00749190808634041,balanced,gini,15,4,10,0.9011185532642176,0.9404040404040404,0.9406097210238712,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}"
92,0.9275476942049277,0.027523903628343355,0.9782113535891958,0.0026977199508235713,0.026410865783691406,0.006625211030102237,0.016881465911865234,0.007293458194730618,,entropy,,2,10,0.8757991388823032,0.949020737327189,0.9491379310344827,0.9233766233766234,0.9404040404040404,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}"
92,0.9275476942049277,0.027523903628343355,0.9782113535891958,0.0026977199508235713,0.03262472152709961,0.006332910169389695,0.013328075408935547,0.0027092680061630826,,entropy,15,2,10,0.8757991388823032,0.949020737327189,0.9491379310344827,0.9233766233766234,0.9404040404040404,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}"
94,0.926602900108894,0.009238476806907285,0.9786508626727427,0.0021270836905103994,0.03718724250793457,0.006337233876709062,0.01892881393432617,0.003362487235912875,balanced,gini,10,2,2,0.9185049993300991,0.9266813099325415,0.9321839080459771,0.9150345622119815,0.9406097210238712,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
95,0.9265731760576552,0.019609856678461875,0.9828870085781715,0.0025754909431935525,0.029569387435913086,0.012362166054187086,0.015381765365600587,0.008314775171132337,balanced,gini,,2,5,0.8931497683123114,0.917990232491464,0.9321839080459771,0.9404040404040404,0.9491379310344827,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}"
95,0.9265731760576552,0.019609856678461875,0.9828870085781715,0.0025754909431935525,0.03761248588562012,0.010378672919561542,0.014356708526611328,0.0016757600848400897,balanced,gini,15,2,5,0.8931497683123114,0.917990232491464,0.9321839080459771,0.9404040404040404,0.9491379310344827,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}"
97,0.9259615625952152,0.017930860277886266,0.9786328372161777,0.002127881855520628,0.02949833869934082,0.004544411763718967,0.018430471420288086,0.008727465887972009,,gini,10,2,2,0.9015119117724955,0.9404040404040404,0.9406097210238712,0.9066724187517975,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
97,0.9259615625952152,0.017930860277886266,0.9786328372161777,0.002127881855520628,0.03241877555847168,0.004768407712799517,0.017980003356933595,0.0033935707216207773,,gini,10,2,5,0.9015119117724955,0.9404040404040404,0.9406097210238712,0.9066724187517975,0.9406097210238712,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}"
99,0.9259426381246867,0.01991384735880636,0.9748195746660426,0.004153881648416076,0.07902307510375976,0.02797250497071808,0.025679540634155274,0.010052469970087234,,gini,,2,10,0.8931497683123114,0.931712962962963,0.9406779661016949,0.9150345622119815,0.9491379310344827,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}"
99,0.9259426381246867,0.01991384735880636,0.9748195746660426,0.004153881648416076,0.028814029693603516,0.010450404576003495,0.016027259826660156,0.005066894390831289,,gini,15,2,10,0.8931497683123114,0.931712962962963,0.9406779661016949,0.9150345622119815,0.9491379310344827,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}"
101,0.925860265387471,0.02876761925590038,0.9871095444880245,0.0021229494399885173,0.023882722854614256,0.0033678825681185704,0.018355798721313477,0.005861197705546816,,entropy,,2,2,0.8840467940049583,0.957578372159908,0.9576271186440678,0.9066724187517975,0.9233766233766234,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
101,0.925860265387471,0.02876761925590038,0.9871095444880245,0.0021229494399885173,0.03847990036010742,0.01564928515021612,0.019915103912353516,0.007934360236300663,,entropy,15,2,2,0.8840467940049583,0.957578372159908,0.9576271186440678,0.9066724187517975,0.9233766233766234,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
103,0.9248821571603241,0.01941671833637482,0.9833092075166583,0.003689084609119268,0.028972959518432616,0.006364199947947533,0.014346933364868164,0.0013497607895751958,balanced,gini,,2,2,0.8931497683123114,0.917990232491464,0.923728813559322,0.9404040404040404,0.9491379310344827,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
103,0.9248821571603241,0.01941671833637482,0.9833092075166583,0.003689084609119268,0.02862858772277832,0.005954411513571403,0.021718454360961915,0.01923641687748907,balanced,gini,15,2,2,0.8931497683123114,0.917990232491464,0.923728813559322,0.9404040404040404,0.9491379310344827,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
105,0.9243750898108155,0.032343777135801756,1.0,0.0,0.06283998489379883,0.03482254645427729,0.032764625549316403,0.004246282872823723,balanced,entropy,,1,2,0.8932570105774631,0.949020737327189,0.9660919540229884,0.8813218390804598,0.9321839080459771,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}"
105,0.9243750898108155,0.032343777135801756,1.0,0.0,0.08096051216125488,0.019328817178285457,0.033599472045898436,0.00788151554623639,balanced,entropy,15,1,2,0.8932570105774631,0.949020737327189,0.9660919540229884,0.8813218390804598,0.9321839080459771,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}"
107,0.9241692500031894,0.03954086988619964,1.0,0.0,0.033314847946166994,0.006447390312983046,0.02327589988708496,0.00618853927348341,,entropy,,1,2,0.8751565948435327,0.9660919540229885,0.9660919540229884,0.8813218390804598,0.9321839080459771,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}"
107,0.9241692500031894,0.03954086988619964,1.0,0.0,0.03297834396362305,0.010958431077304659,0.025819015502929688,0.008002102845277333,,entropy,15,1,2,0.8751565948435327,0.9660919540229885,0.9660919540229884,0.8813218390804598,0.9321839080459771,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}"
109,0.9203852021838328,0.016260036694339824,0.9560594443168616,0.0038431975065461076,0.02789158821105957,0.006130139701484513,0.01505274772644043,0.002909949691354834,,gini,7,4,2,0.8931497683123114,0.914044289044289,0.9320276497695853,0.9223002633889377,0.9404040404040404,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}"
109,0.9203852021838328,0.016260036694339824,0.9560594443168616,0.0038431975065461076,0.026007938385009765,0.004896091846374415,0.010752391815185548,0.0015194997165819844,,gini,7,4,5,0.8931497683123114,0.914044289044289,0.9320276497695853,0.9223002633889377,0.9404040404040404,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}"
109,0.9203852021838328,0.016260036694339824,0.9560594443168616,0.0038431975065461076,0.02088651657104492,0.0007237329173130701,0.011623859405517578,0.0005343746410902168,,gini,7,4,10,0.8931497683123114,0.914044289044289,0.9320276497695853,0.9223002633889377,0.9404040404040404,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}"
109,0.9203852021838328,0.016260036694339824,0.9560594443168616,0.0038431975065461076,0.07887415885925293,0.027645909649839092,0.03458104133605957,0.020891944740151765,balanced,gini,7,4,2,0.8931497683123114,0.914044289044289,0.9320276497695853,0.9223002633889377,0.9404040404040404,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}"
109,0.9203852021838328,0.016260036694339824,0.9560594443168616,0.0038431975065461076,0.043030071258544925,0.01624562943923865,0.01912531852722168,0.005319650706754965,balanced,gini,7,4,5,0.8931497683123114,0.914044289044289,0.9320276497695853,0.9223002633889377,0.9404040404040404,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}"
109,0.9203852021838328,0.016260036694339824,0.9560594443168616,0.0038431975065461076,0.037539100646972655,0.009389058744195728,0.033301162719726565,0.011847606717874418,balanced,gini,7,4,10,0.8931497683123114,0.914044289044289,0.9320276497695853,0.9223002633889377,0.9404040404040404,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}"
115,0.9169311074874681,0.010263413142075944,0.9594708907573495,0.005972058313822926,0.022008180618286133,0.006655958635035855,0.013885736465454102,0.008080672671052818,,gini,7,2,2,0.9017072346179852,0.914044289044289,0.9236410698878343,0.913235294117647,0.9320276497695853,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}"
115,0.9169311074874681,0.010263413142075944,0.9594708907573495,0.005972058313822926,0.026743268966674803,0.008364035076449868,0.02109074592590332,0.0069218895384620055,,gini,7,2,5,0.9017072346179852,0.914044289044289,0.9236410698878343,0.913235294117647,0.9320276497695853,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}"
115,0.9169311074874681,0.010263413142075944,0.9573364004063633,0.005246160640952332,0.029312992095947267,0.007718353243887341,0.019805002212524413,0.008186123399079962,,gini,7,2,10,0.9017072346179852,0.914044289044289,0.9236410698878343,0.913235294117647,0.9320276497695853,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}"
118,0.9153172273297049,0.018642865719760388,0.9621705699413841,0.006217133489643242,0.018938064575195312,0.0005492343816512554,0.009991455078125,0.0006859274493873892,,gini,7,1,10,0.8932570105774631,0.914044289044289,0.9320276497695853,0.8968531468531469,0.9404040404040404,"{'classifier__class_weight': None, 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}"
118,0.9153172273297049,0.018642865719760388,0.9621705699413841,0.006217133489643242,0.036927080154418944,0.014683503857848812,0.02211151123046875,0.011611686838651342,balanced,gini,7,1,10,0.8932570105774631,0.914044289044289,0.9320276497695853,0.8968531468531469,0.9404040404040404,"{'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}"
120,0.9152854282782783,0.0116932969815858,0.9523803888428564,0.002173978446788062,0.046610689163208006,0.011074332760436206,0.029379510879516603,0.011521582472810635,,entropy,7,1,10,0.9098539729371372,0.914044289044289,0.9320276497695853,0.8975694444444444,0.9229317851959362,"{'classifier__class_weight': None, 'classifier__criterion': 'entropy', 'classifier__max_depth': 7, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}"
